ID,POS,Name,Age,Prone,INT,WE,B,T,POT,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KNP,PIT,VELO,HLD,STM,KCP,Slot,PT,G/F,CON P,GAP P,POW P,EYE P,K P,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
56892,SP,Jaylen Crafter,18,Normal,Normal,Normal,L,L,35,50,35,40,55,-,65,65,-,-,-,-,-,-,-,3,88-90 Mph,75,45,-,Normal (3/4),Normal,NEU,25,30,20,25,30,20,20,35,35,40,20,35,25,30,20,25,25,Slot,Extremely Hard,Very High
56893,RP,Bobby Schmidt,20,Durable,Low,Normal,L,L,40,50,50,45,55,-,-,-,-,-,-,-,70,-,-,2,89-91 Mph,50,35,-,Normal (3/4),Normal,NEU,30,30,20,20,45,25,20,30,35,60,25,35,25,35,30,20,25,Slot,Hard,Very High
56894,2B,Leif Drader,18,Durable,Low,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,30,30,40,45,20,20,50,50,45,60,50,50,45,60,50,55,Slot,Extremely Hard,High
56895,CL,Pat Kuhn,21,Durable,Normal,Normal,R,R,50,60,60,40,-,-,-,75,65,-,-,-,-,-,-,2,96-98 Mph,20,40,-,Normal (3/4),GB'er,EX GB,30,25,20,25,40,20,20,30,30,50,20,30,45,25,30,20,20,$220k,Normal,Very High
56896,CF,Davin Snowden,21,Normal,Normal,Low,L,L,20,30,25,40,40,25,50,50,-,-,-,-,-,-,-,4,83-85 Mph,50,60,-,Over the Top,Normal,NEU,30,35,30,40,50,25,20,35,35,40,20,60,60,50,60,55,55,Slot,Normal,Very High
56897,SP,Steve Henning,18,Durable,Normal,High,R,L,20,40,25,35,50,-,55,55,-,-,-,-,-,-,-,3,86-88 Mph,55,60,-,Over the Top,Normal,NEU,20,25,25,25,25,20,20,35,25,50,20,45,20,30,25,20,30,Slot,Normal,Very High
56898,3B,Cesar Grijalva,18,Normal,Low,Low,L,R,25,45,30,35,-,25,70,-,-,-,50,-,-,-,-,3,86-88 Mph,45,45,-,Over the Top,Normal,NEU,35,40,25,50,45,20,25,35,50,75,40,40,55,70,30,20,20,Slot,Extremely Hard,High
56899,SP,Chris Strobach,18,Durable,High,Normal,R,R,30,45,55,55,60,30,-,65,-,-,-,-,-,-,-,3,90-92 Mph,45,60,-,Over the Top,Normal,NEU,30,30,20,20,45,20,20,30,30,50,20,20,25,30,20,20,20,$500k,Extremely Hard,Very High
56900,SP,ERIK THIEMANN,21,Normal,Normal,Normal,S,R,25,55,45,40,80,55,-,-,-,-,-,-,-,-,-,2,97-99 Mph,30,65,-,Normal (3/4),Power,NEU,20,30,20,25,25,20,20,35,35,45,25,30,30,40,35,25,20,$340k,Hard,High
56901,2B,Mike Shannon,17,Normal,Low,Low,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,55,25,45,45,20,20,45,35,40,55,40,45,30,60,35,30,Slot,Hard,Very High
56902,1B,JOSH MARTIN,18,Normal,Low,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,50,45,50,50,70,20,20,35,45,25,30,40,30,40,40,40,35,$1.1m,Extremely Hard,Very High
56903,CF,Charlie Whiting,21,Normal,Low,Low,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,60,45,45,50,20,20,55,45,45,45,60,60,60,65,40,40,$240k,Easy,Very High
56904,C,J.J. Porter,21,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,40,40,45,35,50,30,40,40,20,20,30,25,25,40,40,45,Slot,Normal,High
56905,1B,LEONEL CAMPOS JR.,21,Normal,High,High,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,50,60,50,40,60,20,20,35,45,35,20,30,30,30,35,35,20,$350k,Easy,Very High
56906,SP,Pete Lubonski,18,Normal,Normal,High,R,R,20,30,30,45,40,-,45,-,-,-,-,-,55,-,-,3,84-86 Mph,35,60,-,Over the Top,Normal,NEU,25,30,25,20,30,20,20,25,20,40,20,25,25,25,30,25,20,Slot,Extremely Hard,High
56907,SP,Eric Hise,21,Normal,Normal,Normal,L,L,20,40,25,30,50,55,30,50,-,-,-,-,-,-,-,4,90-92 Mph,75,50,-,Over the Top,Normal,FB,25,30,20,25,30,25,20,25,35,50,20,35,35,30,25,20,25,Slot,Normal,High
56908,2B,Kevin Burson,18,Normal,Normal,High,R,R,20,30,30,35,50,25,55,-,-,-,-,-,-,-,-,3,85-87 Mph,75,30,-,Normal (3/4),Normal,NEU,40,55,25,40,55,20,20,40,35,40,50,45,40,30,55,30,35,Slot,Extremely Hard,High
56909,C,Mevlut Torumtay,18,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,30,30,45,35,50,40,30,30,35,20,30,25,40,25,25,20,Slot,Extremely Hard,High
56910,2B,Dan Faerber,18,Normal,High,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,30,40,45,20,20,50,60,45,55,40,55,35,60,55,40,Slot,Extremely Hard,Very High
56911,SP,Ken Walls,21,Normal,Normal,Low,R,R,20,30,30,30,45,-,-,-,-,40,-,-,-,-,-,3,88-90 Mph,20,65,45,Over the Top,Normal,NEU,25,30,20,20,30,20,20,35,25,65,30,25,25,30,30,30,35,Slot,Very Easy,Very High
56912,RF,Jeff Sherwin,21,Normal,Normal,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,30,45,50,20,20,30,30,50,25,55,50,65,55,50,35,Slot,Normal,Very High
56913,SP,Joel Jessup,21,Normal,Normal,High,L,L,20,40,25,35,45,55,50,-,-,-,-,-,-,-,-,3,87-89 Mph,55,40,-,Normal (3/4),Normal,FB,30,35,20,20,40,20,20,35,40,60,20,35,40,25,30,20,25,Slot,Easy,Very High
56914,SP,CHAD JACKSON,21,Durable,Normal,Normal,R,R,35,50,55,50,70,20,-,-,60,-,-,-,-,-,-,3,98-100 Mph,35,60,-,Over the Top,Power,GB,25,30,20,25,30,20,20,30,30,50,25,30,30,30,25,20,20,$230k,Very Easy,Very High
56915,SP,Andy Foster,21,Durable,Normal,Normal,R,R,30,45,40,40,50,-,-,60,-,55,-,-,-,-,-,3,91-93 Mph,45,60,-,Over the Top,Normal,NEU,25,30,20,25,25,20,20,25,35,40,25,40,30,35,25,25,30,Slot,Normal,Very High
56916,SP,Chris Pearce,21,Normal,Normal,Normal,L,L,20,45,30,35,50,50,60,35,-,-,-,-,-,-,-,4,88-90 Mph,50,60,-,Normal (3/4),Normal,NEU,25,30,30,25,30,20,20,30,30,45,25,35,25,30,35,30,30,Slot,Normal,Very High
56917,RF,Jeff Kirklen,21,Durable,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,25,40,50,20,20,35,35,40,20,50,60,50,40,25,20,Slot,Normal,Very High
56918,CF,CHRIS MCGRATH,17,Normal,Low,Normal,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,55,45,55,50,20,20,55,40,40,20,55,50,55,60,45,30,$420k,Easy,Very High
56919,SP,Dave Brown,22,Normal,Normal,Normal,L,R,20,40,25,30,55,50,-,35,-,-,-,50,-,-,-,4,93-95 Mph,75,55,-,Normal (3/4),Normal,NEU,20,25,20,25,25,20,20,30,35,45,30,40,25,35,25,20,20,Slot,Normal,Very High
56920,RF,Jhoxan Savery,22,Durable,Low,Normal,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,60,45,45,55,20,20,45,45,40,20,50,50,50,55,30,25,$600k,Hard,Very High
56921,SP,CHRIS GILDEN,21,Normal,Normal,Normal,L,L,30,50,40,35,-,50,-,50,-,55,45,50,50,-,-,6,90-92 Mph,60,65,-,Sidearm,Normal,NEU,35,30,20,30,50,20,20,35,30,35,20,40,50,35,25,20,20,Slot,Easy,High
56922,SP,Reggie LeBlanc,18,Durable,Low,Normal,R,R,20,40,25,40,50,-,55,50,-,-,-,-,-,-,-,3,89-91 Mph,60,65,-,Normal (3/4),Normal,NEU,30,30,20,20,45,20,20,25,35,55,25,40,25,50,30,30,20,Slot,Extremely Hard,High
56923,C,Chris Fowler,18,Durable,Normal,Low,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,30,35,45,45,45,45,30,25,35,25,30,25,35,25,25,25,Slot,Extremely Hard,High
56924,CF,Steve Strausser,22,Durable,Normal,Normal,R,R,20,45,30,35,55,55,-,30,-,-,-,50,-,-,-,4,91-93 Mph,30,60,-,Over the Top,Normal,NEU,35,35,25,45,35,25,20,30,45,65,30,60,65,55,65,55,55,Slot,Hard,Very High
56925,1B,Mike Bayer,18,Normal,Normal,Normal,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,40,45,40,50,20,20,50,30,35,20,35,25,25,30,30,30,Slot,Hard,High
56926,SP,Andy Mull,22,Normal,Normal,Normal,R,R,20,40,30,35,50,20,-,50,-,-,-,50,-,-,-,4,90-92 Mph,75,65,-,Normal (3/4),Normal,FB,30,30,20,25,40,25,20,30,30,50,35,45,35,25,20,20,20,Slot,Normal,High
56927,C,Joe Copland,22,Durable,Low,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,50,30,45,45,60,45,40,30,45,20,35,20,40,40,35,30,Slot,Easy,Very High
56928,2B,Mat Schneider,21,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,40,25,45,45,20,20,50,45,45,45,40,50,35,55,55,45,Slot,Normal,Very High
56929,SP,Dave Martins,18,Durable,Normal,Normal,S,R,20,30,30,30,45,20,-,-,-,50,-,-,-,-,-,3,84-86 Mph,30,60,-,Normal (3/4),Normal,NEU,30,25,20,35,40,20,20,30,30,45,30,35,25,35,25,20,20,Slot,Extremely Hard,Very High
56930,SP,Chris Creed,17,Durable,Low,High,R,R,20,30,25,40,45,25,-,-,45,-,-,-,-,-,-,3,87-89 Mph,65,65,-,Over the Top,Normal,NEU,30,25,20,20,35,20,20,30,25,55,35,30,25,25,30,25,30,Slot,Hard,Very High
56931,C,Mineto Sakai,21,Normal,High,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,40,45,30,40,55,40,45,35,35,40,20,30,35,40,20,20,20,Slot,Hard,Very High
56932,SS,Jamie Lederman,21,Normal,Normal,High,R,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,40,35,30,55,20,25,55,70,50,60,45,50,50,65,55,45,Slot,Normal,Very High
56933,SS,Estevan Ramirez,22,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,20,50,45,25,20,60,55,60,45,50,45,60,65,50,35,Slot,Normal,High
56934,SP,Jayden Green,21,Durable,Normal,High,R,R,20,30,25,40,40,30,-,40,-,40,-,-,-,-,-,4,87-89 Mph,65,75,-,Sidearm,Normal,NEU,25,30,20,20,25,20,25,30,25,45,20,45,35,30,25,20,20,Slot,Normal,Very High
56935,3B,Dylan Frazier,20,Normal,Normal,Low,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,40,30,45,50,20,25,55,45,70,45,45,35,65,35,20,20,Slot,Normal,High
56936,CF,Ben Riek,21,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,30,25,45,40,20,25,60,45,45,45,65,50,50,65,50,35,Slot,Hard,High
56937,SP,Victor Lamas,18,Durable,Normal,High,R,L,20,30,30,35,45,20,55,-,-,-,-,-,-,-,-,3,83-85 Mph,60,65,-,Normal (3/4),Normal,NEU,25,25,20,20,30,20,25,30,20,45,20,35,25,35,30,25,30,Slot,Hard,Very High
56938,SP,BOB JACOBS,21,Normal,Low,Normal,R,R,50,50,50,55,65,50,65,-,-,-,-,-,-,-,-,3,96-98 Mph,55,65,-,Over the Top,Power,GB,25,30,20,25,25,20,20,30,30,65,25,35,30,35,30,20,25,$1.0m,Normal,Very High
56939,CF,TOMMY MORGAN,21,Normal,Normal,Normal,R,R,40,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,83-85 Mph,20,20,-,Over the Top,Normal,NEU,45,45,60,50,50,20,25,40,25,50,25,60,35,55,45,45,40,$1.1m,Easy,Very High
56940,SP,David Bahena,21,Normal,Normal,Low,R,R,20,40,40,45,55,-,-,65,-,-,-,-,-,-,-,2,89-91 Mph,25,65,-,Over the Top,Normal,NEU,25,30,30,25,30,25,20,30,30,55,25,40,25,25,25,20,20,Slot,Hard,Very High
56941,SP,Justin McClain,20,Normal,Normal,High,L,L,20,35,35,40,45,25,-,50,-,-,45,-,-,-,-,4,88-90 Mph,60,45,-,Over the Top,Normal,NEU,20,30,20,25,25,20,25,35,25,35,20,55,30,40,25,20,30,Slot,Easy,High
56942,C,Ethan Smucker,21,Normal,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,30,35,25,45,35,50,45,40,45,50,40,35,45,50,30,20,20,Slot,Easy,Very High
56943,SP,TIM MAYFIELD,21,Durable,High,Normal,R,R,50,55,50,60,-,55,-,-,-,60,60,65,-,-,-,4,96-98 Mph,70,40,-,Normal (3/4),Normal,NEU,40,30,20,25,65,20,20,35,25,40,30,30,30,30,20,20,20,$3.2m,Hard,Very High
56944,LF,Dan Michalski,20,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,35,20,35,55,20,20,35,30,55,30,45,40,65,40,20,25,Slot,Normal,Very High
56945,SP,Chris Devericks,21,Durable,Normal,Low,R,R,20,40,30,30,55,55,-,-,-,50,-,-,-,-,-,3,92-94 Mph,50,75,-,Normal (3/4),Normal,NEU,20,30,20,25,20,20,20,35,35,40,20,35,55,20,20,20,25,Slot,Easy,Very High
56946,SP,MIKE HARROD,17,Normal,Normal,Normal,R,R,60,50,45,60,65,55,50,-,-,-,-,-,-,-,-,4,91-93 Mph,25,80,60,Normal (3/4),Normal,NEU,30,30,25,20,40,20,20,25,30,45,20,35,25,25,20,20,20,$7.0m,Extremely Hard,Very High
56947,SP,Eric Guthrie,18,Normal,Normal,Normal,L,L,25,45,40,40,55,25,-,60,-,-,-,-,-,-,-,4,88-90 Mph,75,65,55,Normal (3/4),Normal,NEU,30,30,20,25,35,20,20,40,25,50,20,25,25,35,25,20,20,$500k,Extremely Hard,High
56948,RF,J.D. Matthews,18,Normal,Normal,Normal,R,L,25,30,30,35,45,30,60,-,-,-,-,-,-,-,-,3,83-85 Mph,60,65,-,Normal (3/4),Normal,NEU,40,40,25,45,50,20,20,20,30,40,20,55,45,65,70,65,65,Impossible,Impossible,Very High
56949,SS,Ken Bender,21,Normal,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,30,25,40,45,20,25,60,50,60,55,50,55,65,70,55,40,Slot,Easy,High
56950,SP,Noel Lauer,18,Normal,Normal,Low,R,R,20,40,30,40,-,30,-,-,-,50,50,-,-,-,-,3,86-88 Mph,55,55,-,Normal (3/4),Normal,NEU,25,30,20,25,30,20,25,30,30,50,20,35,35,50,30,20,30,Slot,Extremely Hard,Very High
56951,SS,Mike O'Brien,21,Normal,Normal,Low,R,R,20,30,25,40,40,-,45,-,-,40,-,-,-,-,-,3,87-89 Mph,40,30,-,Normal (3/4),Normal,NEU,30,35,20,50,45,20,20,45,60,50,60,50,45,50,60,45,30,Slot,Normal,High
56952,RF,Andy Pinckney,21,Normal,Normal,High,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,30,40,45,50,35,20,20,40,35,40,20,50,45,50,55,60,70,Slot,Easy,Very High
56953,SP,RANDY COX,21,Normal,Normal,High,R,R,30,45,50,40,60,40,-,65,-,-,-,-,-,-,-,3,96-98 Mph,65,45,-,Over the Top,Normal,NEU,35,30,20,25,50,20,25,40,35,45,25,50,30,45,25,20,20,$430k,Easy,Very High
56954,3B,Dusty Hill,21,Durable,Normal,High,S,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,EX FB,30,40,35,40,40,20,20,50,55,80,40,50,50,75,50,45,50,Slot,Easy,High
56955,SP,Chris Dosa,18,Durable,Normal,Normal,L,L,20,25,30,35,35,45,-,40,-,-,-,-,-,-,-,3,83-85 Mph,55,80,-,Normal (3/4),Normal,NEU,30,30,20,20,45,20,20,30,25,50,20,30,30,35,25,20,20,Slot,Extremely Hard,Very High
56956,SS,Butch Platt,18,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,25,35,60,20,20,60,55,50,50,45,40,45,45,50,50,Slot,Extremely Hard,High
56957,C,Willie Parra,18,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,30,25,35,55,50,45,35,35,45,20,30,25,40,20,25,20,Slot,Extremely Hard,Very High
56958,SP,Mike Vickers,21,Normal,Normal,High,R,R,20,35,25,30,50,20,-,-,-,55,-,-,-,-,-,3,89-91 Mph,50,70,-,Normal (3/4),Normal,NEU,30,35,25,25,35,20,20,40,35,45,25,25,45,30,25,25,25,Slot,Normal,High
56959,CF,Ed McFarlane,22,Normal,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,45,45,35,45,50,20,20,60,50,35,55,60,45,55,65,55,45,Slot,Easy,High
56960,CF,Billy Hutson,18,Normal,Normal,Normal,S,R,30,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,45,45,50,20,25,50,40,60,40,55,50,65,45,25,20,Slot,Extremely Hard,Very High
56961,SP,Mike Buck,21,Normal,Normal,Normal,R,R,20,40,30,35,-,50,-,55,-,-,50,-,-,-,-,3,91-93 Mph,55,60,-,Normal (3/4),Normal,NEU,25,30,20,25,35,20,20,30,25,40,20,30,30,25,30,20,20,Slot,Easy,High
56962,3B,Mike Comstock,18,Normal,Normal,Normal,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,60,45,40,55,20,20,35,35,75,25,40,35,65,30,30,30,$850k,Extremely Hard,Very High
56963,SP,Chris Judson,21,Fragile,Normal,Normal,R,L,25,45,40,35,50,60,55,-,-,40,-,-,-,-,-,4,88-90 Mph,65,70,-,Over the Top,Normal,NEU,25,30,20,20,35,20,20,40,30,40,20,35,35,30,20,30,35,$210k,Normal,Very High
56964,2B,Steve Engelmann,21,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,83-85 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,30,35,55,20,20,60,50,40,50,45,40,35,60,45,30,Slot,Normal,Very High
56965,RF,Jordan Nixon,18,Normal,Low,Low,L,L,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,35,30,50,60,20,20,30,25,65,20,40,40,75,60,45,35,Slot,Extremely Hard,Very High
56966,SP,BENIGNO RODRIGUEZ,18,Normal,Normal,Normal,L,L,60,55,55,50,-,75,-,65,-,-,55,-,-,-,-,3,90-92 Mph,55,65,-,Normal (3/4),GB'er,GB,25,30,20,25,30,20,20,25,30,50,20,35,30,35,30,25,25,$9.0m,Easy,Very High
56967,1B,Jeff Maia,21,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,50,30,30,60,20,20,30,30,30,30,25,35,30,25,30,30,Slot,Easy,Very High
56968,RP,Chris Wanzer,18,Normal,Low,Normal,R,R,50,50,55,55,60,30,65,-,-,-,-,-,-,-,-,3,90-92 Mph,25,45,-,Normal (3/4),Normal,NEU,35,25,20,20,55,20,20,30,30,70,25,30,25,50,35,20,20,Slot,Hard,Very High
56969,SP,Mike Spraggins,17,Normal,Normal,Low,R,R,20,40,30,30,50,-,50,-,-,-,-,-,55,-,-,3,87-89 Mph,60,50,-,Over the Top,Normal,FB,25,25,25,20,30,20,20,35,30,35,20,25,30,30,25,20,35,Slot,Extremely Hard,High
56970,RP,Chris Berkowitz,18,Normal,High,Normal,R,R,20,45,25,40,50,25,55,-,-,-,-,-,-,-,-,3,85-87 Mph,20,45,-,Normal (3/4),Normal,FB,30,35,20,25,45,20,20,40,35,55,25,35,35,20,30,30,25,Slot,Extremely Hard,High
56971,SP,Kevin Lauser,18,Normal,Normal,Low,L,L,20,35,30,40,40,50,45,40,-,40,-,40,-,-,-,6,85-87 Mph,80,60,-,Normal (3/4),Normal,NEU,45,25,20,20,55,20,20,25,30,40,20,35,30,30,25,20,20,Slot,Extremely Hard,Very High
56972,SP,Elijah Arlis,22,Normal,Normal,Normal,S,R,20,40,30,40,55,25,55,55,-,-,-,-,-,-,-,4,92-94 Mph,40,55,-,Normal (3/4),Normal,NEU,25,25,20,25,35,20,20,40,30,50,30,45,25,25,20,20,30,Slot,Hard,Very High
56973,C,Joe Haley,18,Normal,High,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,35,30,40,40,50,40,30,30,30,25,35,30,35,20,20,20,Slot,Extremely Hard,High
56974,SP,Joe Morales,21,Normal,Normal,Normal,R,R,20,40,30,35,-,45,-,50,-,-,45,45,-,-,-,4,90-92 Mph,60,55,-,Normal (3/4),Normal,NEU,20,25,20,25,25,20,25,30,60,50,35,35,30,40,30,30,25,Slot,Hard,Very High
56975,SP,Art Isaacson,18,Normal,High,Low,R,R,20,35,30,30,45,20,60,-,-,-,-,-,-,-,-,3,86-88 Mph,75,60,-,Over the Top,Normal,FB,25,25,20,20,30,20,20,30,25,55,35,20,40,40,25,20,20,Impossible,Impossible,High
56976,C,SEAN SOSNOWSKI,22,Normal,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,30,50,45,55,45,35,35,45,25,25,25,40,30,35,25,Slot,Normal,High
56977,SS,Phil Woodhead,21,Durable,High,Low,R,R,20,30,30,40,-,45,-,40,-,-,40,-,-,-,-,3,86-88 Mph,65,65,-,Over the Top,Normal,NEU,40,35,25,35,50,20,20,40,55,60,50,60,65,60,60,50,55,Slot,Normal,High
56978,CF,Gabe Castro,20,Normal,Low,Low,R,R,25,35,30,40,35,55,-,45,-,-,-,-,-,-,-,3,87-89 Mph,60,40,-,Sidearm,Normal,FB,40,35,20,45,50,25,25,30,30,45,25,55,50,75,60,30,25,Slot,Normal,High
56979,RF,Dave Wells,22,Durable,High,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,30,40,50,25,20,25,20,40,20,45,45,55,65,40,30,Slot,Normal,High
56980,C,Jarrod Hensley,18,Fragile,Normal,Normal,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,45,50,45,45,45,35,25,45,20,35,30,45,25,35,20,Slot,Extremely Hard,Very High
56981,SS,Stevan Roganovic,18,Normal,High,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,20,35,55,20,20,55,45,50,45,35,45,55,60,55,45,Slot,Extremely Hard,High
56982,SP,Joe Gerheauser,22,Normal,Normal,High,R,R,20,45,30,35,70,-,65,-,-,-,-,-,-,-,-,2,93-95 Mph,20,50,-,Normal (3/4),Normal,NEU,30,30,20,25,35,20,20,30,30,55,20,30,25,25,25,20,25,Slot,Normal,Very High
56983,2B,Jon Hines,18,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,35,25,35,50,20,20,40,45,40,50,45,50,30,35,30,20,Slot,Extremely Hard,Very High
56984,2B,SEAN CARRIER,18,Normal,High,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,70,45,45,65,20,25,40,35,45,50,55,50,35,65,35,40,$650k,Extremely Hard,Very High
56985,SP,Ricky Gomez,17,Normal,High,Normal,S,R,20,30,25,35,35,-,40,-,-,-,-,-,45,-,-,3,84-86 Mph,65,55,-,Normal (3/4),Normal,NEU,35,30,20,25,50,20,20,30,35,50,40,30,25,25,30,20,20,Slot,Extremely Hard,High
56986,1B,Nicolas Carpio,22,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,50,45,40,20,20,30,40,30,25,30,50,35,30,40,35,Slot,Normal,High
56987,SP,Nate Hamm,21,Normal,Normal,Normal,R,R,20,35,25,45,45,45,25,45,-,-,-,-,-,-,-,4,88-90 Mph,50,70,-,Normal (3/4),Normal,NEU,25,30,20,25,30,20,20,35,35,75,25,35,20,25,20,20,20,Slot,Easy,Very High
56988,SP,JEREMY PACE,21,Durable,Normal,High,S,R,45,45,45,45,-,65,55,-,-,-,55,-,-,-,-,3,93-95 Mph,50,75,-,Normal (3/4),Normal,NEU,50,65,45,35,65,20,20,45,45,65,60,65,45,60,55,45,55,$4.6m,Normal,Very High
56989,RF,Dusty Christmas,21,Durable,Normal,Normal,L,L,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,45,45,40,40,55,20,25,40,40,35,20,45,55,50,65,65,50,Slot,Normal,Very High
56990,SS,DAVE CARTER,17,Durable,Normal,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,45,60,50,35,65,20,20,55,45,50,50,55,45,50,45,50,45,Slot,Normal,Very High
